차종,제조사,모델명,국비 (만원),지방비 (만원),보조금 (만원),text,연도,행정구역
화물(수소 대형),현대자동차,엑시언트 수소전기트럭 윙바디,25000,0,25000,2023년도 수소자동차 충주시 모델별 보조금,2023,충주시
승합(수소 대형),현대자동차,일렉시티 FCEV,21000,0,21000,2023년도 수소자동차 충주시 모델별 보조금,2023,충주시
승합(수소 대형),현대자동차,유니버스 수소전기버스,26000,9000,35000,2023년도 수소자동차 충주시 모델별 보조금,2023,충주시
일반승용(수소),현대자동차,넥쏘,2250,1100,3350,2023년도 수소자동차 제천시 모델별 보조금,2023,제천시
화물(수소 대형),현대자동차,엑시언트 수소전기트럭 윙바디,25000,0,25000,2023년도 수소자동차 제천시 모델별 보조금,2023,제천시
승합(수소 대형),현대자동차,일렉시티 FCEV,21000,0,21000,2023년도 수소자동차 제천시 모델별 보조금,2023,제천시
승합(수소 대형),현대자동차,유니버스 수소전기버스,26000,0,26000,2023년도 수소자동차 제천시 모델별 보조금,2023,제천시
일반승용(수소),현대자동차,넥쏘,2250,1100,3350,2023년도 수소자동차 보은군 모델별 보조금,2023,보은군
화물(수소 대형),현대자동차,엑시언트 수소전기트럭 윙바디,25000,0,25000,2023년도 수소자동차 보은군 모델별 보조금,2023,보은군
승합(수소 대형),현대자동차,일렉시티 FCEV,21000,0,21000,2023년도 수소자동차 보은군 모델별 보조금,2023,보은군
승합(수소 대형),현대자동차,유니버스 수소전기버스,26000,0,26000,2023년도 수소자동차 보은군 모델별 보조금,2023,보은군
일반승용(수소),현대자동차,넥쏘,2250,1100,3350,2023년도 수소자동차 영동군 모델별 보조금,2023,영동군
화물(수소 대형),현대자동차,엑시언트 수소전기트럭 윙바디,25000,0,25000,2023년도 수소자동차 영동군 모델별 보조금,2023,영동군
승합(수소 대형),현대자동차,일렉시티 FCEV,21000,0,21000,2023년도 수소자동차 영동군 모델별 보조금,2023,영동군
승합(수소 대형),현대자동차,유니버스 수소전기버스,26000,0,26000,2023년도 수소자동차 영동군 모델별 보조금,2023,영동군
일반승용(수소),현대자동차,넥쏘,2250,1100,3350,2023년도 수소자동차 증평군 모델별 보조금,2023,증평군
화물(수소 대형),현대자동차,엑시언트 수소전기트럭 윙바디,25000,0,25000,2023년도 수소자동차 증평군 모델별 보조금,2023,증평군
